Present_Tmax;LDAPS_RHmin;LDAPS_RHmax;LDAPS_Tmax_lapse;LDAPS_Tmin_lapse;LDAPS_WS;LDAPS_LH;LDAPS_CC1;LDAPS_CC2;LDAPS_CC3;LDAPS_CC4;LDAPS_PPT1;LDAPS_PPT2;LDAPS_PPT3;LDAPS_PPT4;lat;lon;DEM;Slope;Solar radiation;Next_Tmax
32,50;44,68;81,98;34,11;25,61;5,77;88,76;0,07;0,14;0,35;0,37;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5796,99;35,30
32,80;45,63;80,85;33,18;25,31;6,03;54,85;0,05;0,18;0,41;0,36;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5804,41;33,70
32,80;41,23;77,91;35,54;26,30;5,26;52,93;0,07;0,13;0,30;0,43;0,01;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5784,71;35,80
31,90;40,43;74,13;35,02;26,47;6,66;25,44;0,04;0,12;0,32;0,32;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5843,38;34,70
33,10;39,55;79,45;35,75;26,20;5,50;31,25;0,04;0,12;0,35;0,35;0,00;0,00;0,00;0,01;37,58;127,08;59,83;2,69;5779,36;35,40
32,50;39,97;71,26;35,75;27,35;6,15;14,48;0,08;0,16;0,37;0,36;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5777,45;35,10
34,40;39,36;71,04;35,76;27,52;6,46;29,37;0,05;0,12;0,34;0,35;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5787,47;37,00
32,00;45,88;84,15;33,92;25,37;5,71;77,14;0,05;0,16;0,39;0,36;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5777,47;34,90
31,60;43,31;92,66;34,77;24,14;5,33;100,65;0,07;0,13;0,36;0,38;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5791,96;34,80
35,00;45,00;85,39;34,27;25,36;5,66;85,52;0,16;0,15;0,37;0,36;0,07;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5783,12;36,90
32,40;39,58;75,45;35,22;26,76;6,38;40,12;0,05;0,11;0,44;0,36;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5814,33;34,40
32,60;49,33;88,55;33,32;24,63;7,01;92,06;0,03;0,10;0,39;0,33;0,00;0,00;0,04;0,00;37,62;127,00;146,55;4,73;5854,64;35,30
32,50;39,91;75,12;35,96;26,81;5,98;19,55;0,05;0,13;0,37;0,34;0,00;0,00;0,00;0,04;37,55;127,04;26,30;0,57;5779,55;34,60
32,00;43,46;79,65;34,98;26,01;4,99;73,67;0,13;0,14;0,32;0,42;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5772,49;34,70
33,70;43,32;73,79;34,77;27,28;5,67;78,66;0,07;0,13;0,32;0,35;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5771,21;35,10
33,00;40,69;71,14;35,40;27,51;5,97;44,62;0,11;0,15;0,30;0,35;0,01;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5769,86;34,90
33,60;40,08;72,13;36,01;27,22;6,33;19,01;0,04;0,15;0,30;0,33;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5775,27;36,10
31,40;87,33;96,16;25,47;22,96;15,86;119,98;0,88;0,78;0,85;0,87;1,40;1,66;1,45;1,94;37,60;126,99;212,34;2,79;5904,71;24,60
34,60;80,56;91,92;27,45;24,54;9,73;52,77;0,88;0,85;0,90;0,89;1,26;3,36;1,37;2,17;37,60;127,03;44,76;0,51;5778,18;25,90
34,90;75,95;84,87;27,82;25,32;10,12;15,92;0,87;0,85;0,86;0,86;1,21;3,54;1,40;2,51;37,58;127,06;33,31;0,27;5772,47;27,60
35,10;93,97;99,31;26,56;23,42;15,24;74,15;0,89;0,85;0,95;0,89;1,44;3,24;1,63;2,52;37,65;127,02;45,72;2,53;5765,66;28,20
34,80;82,71;94,76;26,41;24,36;11,17;106,12;0,83;0,84;0,82;0,84;1,30;3,29;1,24;2,13;37,55;127,14;35,04;0,51;5767,61;27,90
35,10;81,34;88,91;26,44;24,92;10,47;103,97;0,83;0,83;0,79;0,81;1,24;2,44;1,58;2,58;37,51;127,04;54,64;0,15;5781,82;28,30
34,10;83,83;91,76;27,11;24,87;12,71;143,02;0,84;0,74;0,78;0,86;1,95;0,97;1,15;2,47;37,58;126,84;12,37;0,10;5757,72;27,00
33,70;80,63;90,81;27,32;24,69;11,16;96,15;0,84;0,79;0,75;0,80;2,51;0,76;1,34;1,81;37,47;126,91;52,52;1,56;5771,04;27,00
NaN;83,33;91,55;26,61;24,41;12,09;89,49;0,84;0,75;0,79;0,85;2,32;0,91;1,23;2,45;37,50;126,83;50,93;0,41;5785,77;26,20
33,30;82,62;91,75;25,93;23,57;11,11;85,19;0,82;0,74;0,74;0,75;1,68;0,69;1,62;1,87;37,46;126,96;208,51;5,18;5791,91;25,90
34,80;80,03;89,99;26,67;24,89;9,65;95,56;0,83;0,81;0,83;0,81;0,99;3,51;1,33;2,86;37,54;127,09;28,70;0,62;5773,57;28,40
34,00;81,95;90,96;26,16;24,15;12,25;94,54;0,85;0,80;0,81;0,82;1,49;1,34;1,46;1,72;37,55;126,99;132,12;0,59;5832,01;25,60
34,60;78,07;89,04;27,00;24,83;9,29;67,18;0,86;0,83;0,85;0,83;1,31;3,87;1,38;2,68;37,58;127,08;59,83;2,69;5767,89;28,10
35,00;77,89;86,45;28,08;25,18;12,17;80,06;0,84;0,80;0,76;0,78;2,46;0,77;1,39;1,73;37,50;126,93;30,97;0,62;5766,15;26,80
36,50;80,90;88,64;27,44;25,04;12,47;106,17;0,83;0,77;0,78;0,83;2,15;0,78;1,33;1,66;37,55;126,94;30,05;0,86;5776,35;26,80
33,60;85,07;93,94;26,34;23,93;11,35;80,05;0,79;0,75;0,76;0,77;1,49;0,91;1,78;1,85;37,47;127,00;82,29;2,26;5765,70;26,50
33,80;84,97;95,35;26,25;23,99;9,00;67,54;0,87;0,82;0,85;0,85;1,39;4,55;1,49;2,51;37,62;127,10;53,47;0,70;5780,67;26,00
35,70;84,45;92,31;26,10;24,17;10,89;88,18;0,80;0,80;0,79;0,79;1,56;1,71;1,78;2,28;37,48;127,02;56,44;1,23;5771,63;28,00
34,10;81,77;89,65;27,13;24,50;12,86;101,81;0,83;0,76;0,78;0,83;2,02;0,87;1,26;1,67;37,58;126,94;75,09;1,77;5803,19;25,60
34,50;92,53;98,44;25,87;23,01;17,57;97,37;0,89;0,81;0,91;0,89;1,37;2,23;1,53;2,16;37,62;127,00;146,55;4,73;5843,77;27,60
34,20;80,20;90,69;26,89;24,80;10,58;88,21;0,85;0,84;0,83;0,84;1,20;2,89;1,45;2,35;37,55;127,04;26,30;0,57;5768,35;27,60
34,10;79,93;89,65;26,56;25,06;10,20;118,54;0,82;0,79;0,80;0,81;0,75;3,40;1,34;2,98;37,51;127,09;21,97;0,13;5761,19;26,90
34,70;81,75;90,01;27,51;25,23;12,46;126,41;0,81;0,75;0,78;0,82;2,67;1,03;1,22;1,77;37,54;126,89;15,59;0,16;5759,95;27,60
34,40;81,04;89,80;27,69;25,17;12,18;113,20;0,82;0,77;0,77;0,81;2,73;0,93;1,29;1,70;37,52;126,91;17,30;0,22;5758,56;27,90
34,70;81,05;89,12;27,22;25,23;11,79;107,25;0,84;0,78;0,78;0,80;1,59;0,95;1,55;1,71;37,52;126,97;19,58;0,27;5764,06;28,20
24,50;90,83;99,28;23,24;21,06;17,42;60,78;0,74;0,42;0,62;0,65;2,00;0,59;0,21;1,91;37,60;126,99;212,34;2,79;5893,27;22,00
25,50;82,43;92,89;25,08;22,70;13,15;57,28;0,76;0,41;0,64;0,61;1,55;0,62;0,26;1,70;37,60;127,03;44,76;0,51;5766,34;24,30
27,60;78,33;88,31;25,49;23,18;13,21;15,55;0,74;0,41;0,67;0,63;1,28;0,38;0,16;1,44;37,58;127,06;33,31;0,27;5760,66;24,80
28,20;93,28;98,72;24,47;22,11;12,91;101,58;0,72;0,37;0,65;0,65;3,47;0,86;0,41;2,11;37,65;127,02;45,72;2,53;5753,80;24,70
27,90;87,17;93,93;24,65;22,41;13,78;101,33;0,69;0,41;0,69;0,68;1,16;0,29;0,14;1,03;37,55;127,14;35,04;0,51;5755,69;25,90
28,40;84,96;92,60;24,77;22,71;13,36;93,16;0,66;0,39;0,65;0,66;1,27;0,24;0,16;1,61;37,51;127,04;54,64;0,15;5769,90;25,70
26,90;84,89;95,30;25,02;22,53;13,86;109,61;0,63;0,41;0,70;0,72;2,38;0,31;0,03;1,65;37,58;126,84;12,37;0,10;5745,85;25,20
27,00;83,98;93,80;24,44;22,37;13,85;71,99;0,67;0,36;0,66;0,68;1,82;0,35;0,08;1,22;37,47;126,91;52,52;1,56;5759,00;24,80
26,20;83,28;94,70;24,24;22,21;14,30;75,19;0,60;0,38;0,70;0,64;2,65;0,30;0,02;1,23;37,50;126,83;50,93;0,41;5773,96;25,80
25,90;88,38;97,02;23,52;21,41;14,72;69,76;0,64;0,36;0,67;0,68;1,72;0,42;0,25;1,40;37,46;126,96;208,51;5,18;5778,77;24,00
28,40;83,86;91,53;25,01;23,01;13,12;90,71;0,70;0,41;0,66;0,65;1,12;0,20;0,14;1,38;37,54;127,09;28,70;0,62;5761,85;25,80
25,50;81,85;93,70;24,18;22,15;14,03;73,15;0,73;0,41;0,67;0,71;1,25;0,35;0,08;1,97;37,55;126,99;132,12;0,59;5820,04;23,10
28,10;80,27;90,98;25,12;22,77;12,64;63,11;0,72;0,42;0,68;0,66;1,26;0,30;0,13;1,06;37,58;127,08;59,83;2,69;5755,83;25,20
26,90;80,02;92,06;25,47;22,74;13,96;53,55;0,68;0,37;0,68;0,70;1,74;0,35;0,05;1,33;37,50;126,93;30,97;0,62;5754,25;25,50
26,60;79,45;93,10;25,12;22,73;13,32;74,04;0,70;0,41;0,67;0,71;1,74;0,33;0,04;1,87;37,55;126,94;30,05;0,86;5764,64;25,90
26,40;87,50;94,93;24,43;22,40;13,11;82,49;0,59;0,33;0,65;0,65;1,77;0,44;0,27;1,46;37,47;127,00;82,29;2,26;5753,31;24,40
25,40;83,89;93,16;24,24;22,44;12,49;88,17;0,74;0,43;0,64;0,71;1,49;0,53;0,13;0,73;37,62;127,10;53,47;0,70;5768,78;25,00
28,00;85,50;94,05;24,48;22,45;12,66;91,86;0,59;0,36;0,64;0,64;1,47;0,35;0,22;1,42;37,48;127,02;56,44;1,23;5759,54;26,30
25,60;81,62;94,29;24,65;22,34;13,42;71,14;0,71;0,42;0,65;0,67;1,98;0,33;0,05;1,68;37,58;126,94;75,09;1,77;5791,47;24,70
27,30;95,57;99,97;23,91;21,15;19,34;39,51;0,73;0,39;0,60;0,62;2,44;0,85;0,37;2,22;37,62;127,00;146,55;4,73;5832,30;24,90
27,60;81,97;91,36;25,03;22,79;12,98;79,32;0,72;0,39;0,66;0,64;1,23;0,29;0,14;1,80;37,55;127,04;26,30;0,57;5756,56;24,90
26,70;83,69;91,76;24,93;23,11;12,80;107,68;0,67;0,39;0,64;0,63;1,17;0,22;0,15;1,29;37,51;127,09;21,97;0,13;5749,31;24,40
27,60;81,57;93,59;25,45;22,82;13,40;94,46;0,66;0,38;0,66;0,67;2,23;0,30;0,03;1,68;37,54;126,89;15,59;0,16;5748,10;26,60
27,90;80,05;93,03;25,48;22,78;13,40;80,75;0,67;0,38;0,67;0,69;2,01;0,32;0,03;1,56;37,52;126,91;17,30;0,22;5746,66;25,50
28,10;80,59;92,27;25,21;22,99;12,99;77,85;0,69;0,40;0,69;0,71;1,32;0,32;0,06;1,71;37,52;126,97;19,58;0,27;5752,26;25,50
22,00;57,99;98,97;28,67;20,76;9,38;107,85;0,31;0,06;0,01;0,04;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5881,22;28,90
24,30;50,10;92,68;31,04;22,32;7,78;84,52;0,23;0,02;0,01;0,05;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5753,92;31,60
24,40;43,80;90,41;31,97;22,70;8,03;17,41;0,27;0,07;0,05;0,03;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5748,24;31,60
24,60;59,66;96,50;29,91;21,23;6,35;125,47;0,13;0,00;0,01;0,05;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5741,36;32,00
25,70;50,38;93,52;30,77;22,36;7,77;147,82;0,26;0,06;0,07;0,01;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5743,16;31,90
25,60;47,79;92,04;30,74;22,36;7,96;49,02;0,26;0,08;0,01;0,03;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5757,36;31,70
25,10;61,85;96,14;28,71;21,78;6,65;126,09;0,17;0,03;0,00;0,03;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5733,38;30,60
24,70;54,81;95,35;29,20;21,72;8,00;56,18;0,26;0,07;0,00;0,03;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5746,33;29,40
25,40;58,78;96,13;28,48;21,43;7,66;116,83;0,19;0,03;0,00;0,05;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5761,53;31,50
23,90;55,48;97,27;28,32;20,86;9,54;82,29;0,28;0,04;0,00;0,03;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5764,95;29,20
25,70;44,27;91,07;31,84;22,73;7,86;60,90;0,27;0,08;0,04;0,01;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5749,51;31,90
22,80;47,25;94,54;30,32;21,63;8,11;36,16;0,27;0,09;0,00;0,03;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5807,46;31,30
24,90;43,50;90,73;31,94;22,52;7,89;43,76;0,27;0,08;0,04;0,02;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5743,14;31,70
25,50;49,87;93,65;30,34;22,10;8,19;16,89;0,25;0,06;0,00;0,04;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5741,74;30,50
24,60;49,75;93,38;30,51;22,28;7,18;35,46;0,25;0,09;0,00;0,05;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5752,32;31,90
24,30;54,39;94,43;29,36;21,82;8,13;110,35;0,17;0,03;0,00;0,02;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5740,28;31,20
24,70;53,50;93,31;30,79;21,93;7,59;171,25;0,24;0,04;0,07;0,01;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5756,28;31,90
25,70;53,18;92,66;29,84;22,07;7,29;114,81;0,17;0,05;0,00;0,02;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5746,83;32,50
24,10;52,22;94,39;30,11;21,95;7,06;55,74;0,26;0,09;0,00;0,05;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5779,14;30,70
24,80;61,07;99,54;28,90;21,01;9,76;116,06;0,27;0,02;0,01;0,05;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5820,24;32,00
24,60;44,27;92,53;31,86;22,43;7,89;22,70;0,26;0,07;0,02;0,03;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5744,15;30,60
24,10;49,65;90,24;30,65;22,80;7,14;77,88;0,25;0,07;0,02;0,01;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5736,81;31,10
26,30;56,39;94,23;29,21;22,21;7,04;77,09;0,20;0,05;0,00;0,04;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5735,63;31,60
25,30;51,34;93,88;30,10;22,17;7,34;43,51;0,22;0,06;0,00;0,04;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5734,15;30,70
25,50;46,49;92,30;31,25;22,42;7,65;21,61;0,25;0,08;0,00;0,05;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5739,85;31,20
28,60;35,39;90,72;32,43;22,03;7,64;126,79;0,16;0,25;0,02;0,07;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5868,60;32,00
31,20;31,64;87,80;34,68;23,57;7,56;92,01;0,21;0,27;0,03;0,07;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5740,90;34,00
30,70;26,75;79,89;35,85;24,14;7,53;19,07;0,22;0,28;0,05;0,08;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5735,22;34,20
31,40;37,52;96,71;33,22;22,23;8,17;137,42;0,15;0,25;0,04;0,06;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5728,32;34,80
31,10;37,55;92,65;33,52;23,10;7,66;166,06;0,20;0,22;0,07;0,05;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5730,03;33,60
31,60;28,50;83,69;35,09;23,90;7,65;59,86;0,20;0,26;0,08;0,09;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5744,23;33,90
29,60;40,48;93,31;33,20;22,88;5,40;147,90;0,16;0,23;0,08;0,17;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5720,30;33,80
28,80;28,56;86,31;35,28;23,46;7,52;65,04;0,17;0,26;0,05;0,19;0,00;0,00;0,00;0,03;37,47;126,91;52,52;1,56;5733,06;34,20
30,50;34,43;92,01;33,98;22,71;6,39;126,79;0,14;0,23;0,18;0,21;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5748,51;34,70
28,40;32,66;87,40;33,28;22,65;7,74;88,11;0,20;0,27;0,06;0,14;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5750,48;33,30
31,40;29,26;86,24;35,07;23,88;7,26;68,22;0,21;0,25;0,06;0,09;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5736,59;33,90
30,90;27,33;79,49;34,87;23,92;8,59;35,68;0,20;0,26;0,08;0,08;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5794,27;33,40
31,50;27,81;83,15;35,31;23,61;7,07;43,84;0,23;0,28;0,04;0,08;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5729,84;34,60
30,00;26,03;79,63;36,07;24,30;7,91;18,00;0,18;0,26;0,06;0,14;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5728,62;34,20
31,40;27,21;81,41;35,73;24,34;7,84;38,81;0,17;0,27;0,11;0,10;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5739,41;34,40
29,50;34,63;86,58;33,82;23,21;7,16;118,90;0,20;0,27;0,07;0,11;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5726,64;33,00
31,40;35,84;91,43;33,66;22,37;6,12;170,38;0,20;0,27;0,02;0,06;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5743,18;33,30
31,70;33,65;87,78;34,08;23,08;7,04;125,14;0,19;0,26;0,10;0,08;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5733,50;35,80
30,40;28,78;85,35;34,94;23,60;7,65;60,96;0,17;0,26;0,06;0,11;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5766,22;33,10
31,10;37,57;91,57;32,51;21,97;9,23;133,06;0,15;0,24;0,02;0,06;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5807,62;34,60
30,60;26,01;80,46;35,95;24,47;8,13;18,83;0,22;0,27;0,07;0,07;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5731,15;33,80
30,50;32,12;88,93;34,50;23,50;7,01;98,32;0,20;0,24;0,12;0,08;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5723,71;33,10
30,30;31,59;87,12;34,67;23,79;7,21;101,97;0,15;0,26;0,13;0,14;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5722,57;35,10
30,10;27,89;83,06;35,63;24,25;7,59;54,56;0,16;0,27;0,11;0,14;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5721,03;35,10
30,70;26,11;79,53;36,04;24,85;7,98;23,33;0,19;0,28;0,09;0,09;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5726,84;35,00
31,10;44,87;69,62;27,16;19,43;14,41;130,33;0,14;0,15;0,03;0,02;0,00;0,00;0,00;0,00;37,60;126,99;212,34;2,79;5855,40;25,40
33,90;40,89;74,52;29,02;20,28;12,68;91,09;0,14;0,15;0,11;0,02;0,00;0,00;0,00;0,00;37,60;127,03;44,76;0,51;5727,29;28,60
34,20;37,18;66,46;29,66;21,42;12,20;19,96;0,14;0,15;0,08;0,01;0,00;0,00;0,00;0,00;37,58;127,06;33,31;0,27;5721,62;27,90
34,80;46,15;77,93;28,00;19,55;15,05;132,11;0,14;0,13;0,06;0,02;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5714,67;28,60
33,00;46,63;70,66;28,11;20,14;12,67;203,71;0,14;0,14;0,05;0,01;0,00;0,00;0,00;0,00;37,55;127,14;35,04;0,51;5716,30;27,30
33,20;39,05;65,05;29,18;21,42;12,86;90,38;0,12;0,14;0,07;0,01;0,00;0,00;0,00;0,00;37,51;127,04;54,64;0,15;5730,50;27,50
33,40;45,96;79,42;28,50;20,76;8,70;213,41;0,19;0,14;0,07;0,04;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5706,64;28,50
34,00;36,49;63,25;29,89;21,77;13,98;70,28;0,17;0,14;0,05;0,02;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5719,19;28,50
33,30;41,08;64,61;29,14;21,29;12,41;154,38;0,19;0,13;0,07;0,03;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5734,89;28,60
33,00;40,60;69,53;28,01;19,65;14,86;97,14;0,12;0,15;0,03;0,02;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5735,36;27,70
33,40;40,34;65,75;29,16;21,34;11,22;94,30;0,13;0,16;0,06;0,01;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5723,08;27,90
32,40;37,79;65,86;28,88;21,06;15,05;39,21;0,14;0,14;0,07;0,02;0,00;0,00;0,00;0,00;37,55;126,99;132,12;0,59;5780,48;26,00
34,00;38,38;62,90;29,30;21,09;11,34;47,84;0,14;0,15;0,06;0,01;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5715,95;27,90
34,00;35,06;60,73;30,26;22,29;13,96;25,25;0,15;0,14;0,06;0,02;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5714,92;29,30
33,90;36,77;62,98;29,89;22,12;12,25;49,61;0,17;0,14;0,05;0,03;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5725,92;28,90
32,80;42,19;69,95;28,65;20,33;12,92;141,61;0,12;0,14;0,05;0,02;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5712,38;27,40
33,10;43,72;73,15;28,47;19,63;9,67;164,80;0,14;0,13;0,05;0,01;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5729,49;27,80
35,30;41,85;68,32;28,78;20,61;12,37;147,32;0,11;0,14;0,06;0,01;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5719,58;29,10
32,80;38,15;63,12;29,35;21,69;11,06;65,19;0,17;0,14;0,04;0,03;0,00;0,00;0,00;0,00;37,58;126,94;75,09;1,77;5752,72;28,50
33,90;47,70;74,69;27,12;19,21;18,11;128,33;0,13;0,15;0,03;0,02;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5794,40;28,60
33,70;37,10;63,19;29,83;21,70;13,61;20,54;0,13;0,15;0,08;0,01;0,00;0,00;0,00;0,00;37,55;127,04;26,30;0,57;5717,56;28,00
32,80;43,15;68,37;28,71;21,09;11,42;158,05;0,13;0,15;0,07;0,01;0,00;0,00;0,00;0,00;37,51;127,09;21,97;0,13;5710,01;27,20
35,00;40,66;64,12;29,21;22,27;12,04;159,90;0,16;0,13;0,07;0,03;0,00;0,00;0,00;0,00;37,54;126,89;15,59;0,16;5708,92;29,70
34,50;37,35;61,59;29,87;22,36;12,84;82,95;0,16;0,13;0,07;0,03;0,00;0,00;0,00;0,00;37,52;126,91;17,30;0,22;5707,33;29,00
34,50;36,00;61,34;30,11;22,23;13,59;33,69;0,14;0,14;0,07;0,02;0,00;0,00;0,00;0,00;37,52;126,97;19,58;0,27;5713,24;28,10
24,90;52,55;78,85;25,37;17,38;8,05;83,09;0,12;0,20;0,15;0,52;0,00;0,00;0,00;0,01;37,60;126,99;212,34;2,79;5841,62;25,20
28,10;48,00;77,78;26,80;17,16;9,48;58,35;0,12;0,20;0,21;0,50;0,00;0,00;0,00;0,01;37,60;127,03;44,76;0,51;5713,09;28,60
27,60;44,62;72,43;27,07;17,91;8,96;13,25;0,11;0,21;0,25;0,53;0,00;0,00;0,00;0,02;37,58;127,06;33,31;0,27;5707,42;28,60
27,90;55,68;81,99;26,23;16,95;10,58;87,52;0,12;0,20;0,17;0,47;0,00;0,00;0,00;0,00;37,65;127,02;45,72;2,53;5700,44;28,80
27,00;54,64;89,02;25,58;18,33;10,36;124,80;0,10;0,21;0,28;0,61;0,00;0,00;0,00;0,01;37,55;127,14;35,04;0,51;5701,98;28,10
27,30;47,41;74,74;26,51;18,85;9,39;61,09;0,10;0,23;0,19;0,46;0,00;0,00;0,00;0,01;37,51;127,04;54,64;0,15;5716,17;27,80
27,70;50,67;78,26;27,22;17,89;7,50;154,00;0,13;0,19;0,12;0,48;0,00;0,00;0,00;0,00;37,58;126,84;12,37;0,10;5692,38;28,70
27,70;45,68;69,41;27,54;19,14;9,40;51,55;0,12;0,19;0,15;0,45;0,00;0,00;0,00;0,00;37,47;126,91;52,52;1,56;5704,72;29,10
27,90;47,41;77,81;27,39;17,87;8,23;101,78;0,13;0,20;0,15;0,46;0,00;0,00;0,00;0,00;37,50;126,83;50,93;0,41;5720,69;30,30
27,50;50,77;78,06;25,59;17,63;11,00;69,21;0,11;0,19;0,10;0,45;0,00;0,00;0,00;0,00;37,46;126,96;208,51;5,18;5719,61;28,80
27,60;48,83;78,11;26,30;18,94;8,45;61,58;0,11;0,21;0,26;0,55;0,00;0,00;0,00;0,00;37,54;127,09;28,70;0,62;5708,98;28,50
25,50;44,16;69,26;26,70;17,72;9,84;27,74;0,11;0,20;0,16;0,48;0,00;0,00;0,00;0,01;37,55;126,99;132,12;0,59;5766,10;26,90
27,50;46,41;74,24;26,48;17,77;7,85;29,97;0,12;0,20;0,27;0,61;0,00;0,00;0,00;0,00;37,58;127,08;59,83;2,69;5701,45;28,50
28,50;42,96;67,39;28,07;19,19;9,50;18,27;0,12;0,20;0,14;0,46;0,00;0,00;0,00;0,00;37,50;126,93;30,97;0,62;5700,62;30,80
28,50;42,96;67,70;28,00;18,82;8,12;35,18;0,12;0,20;0,16;0,46;0,00;0,00;0,00;0,00;37,55;126,94;30,05;0,86;5711,83;29,60
27,10;51,37;79,55;26,20;18,38;9,41;95,66;0,11;0,21;0,14;0,44;0,00;0,00;0,00;0,00;37,47;127,00;82,29;2,26;5697,51;28,70
27,30;50,89;85,16;26,19;16,96;6,74;94,81;0,12;0,23;0,26;0,64;0,00;0,00;0,00;0,00;37,62;127,10;53,47;0,70;5715,20;28,70
28,40;50,58;79,04;26,28;18,70;9,09;96,85;0,10;0,22;0,18;0,46;0,00;0,00;0,00;0,00;37,48;127,02;56,44;1,23;5705,06;30,70
27,50;44,80;76,36;27,51;17,48;7,79;46,26;0,12;0,20;0,16;0,49;0,00;0,00;0,00;0,01;37,58;126,94;75,09;1,77;5738,62;27,70
28,00;56,18;82,41;25,40;17,21;12,26;85,07;0,12;0,20;0,15;0,51;0,00;0,00;0,00;0,00;37,62;127,00;146,55;4,73;5780,61;28,80
